#Speed	Angle	Frequency	Area	Stdev	m	p
2.25	50	4	18.3456273575	1.86599156276	7.43067491441	0.0543284819088
2.25	60	4	17.0347258091	1.8181562884	7.43067491441	0.0543284819088
2.25	90	4	14.0819080997	2.58033064865	7.43067491441	0.0543284819088
2.25	120	4	11.0551360469	1.64966586962	7.43067491441	0.0543284819088
2.25	180	4	7.70863954672	2.1726148307	7.43067491441	0.0543284819088
2.5	10	4	24.7703028949	0.126697043291	7.43067491441	0.0543284819088
2.5	20	4	23.9782791799	0.581684188307	7.43067491441	0.0543284819088
2.5	30	4	22.8322722651	1.43499703033	7.43067491441	0.0543284819088
2.5	40	4	21.5849392466	2.36801245155	7.43067491441	0.0543284819088
2.5	50	4	20.2387050772	1.92755784032	7.43067491441	0.0543284819088
2.5	60	4	18.1846864918	2.53325276432	7.43067491441	0.0543284819088
2.5	90	4	14.968476192	3.37048613815	7.43067491441	0.0543284819088
2.5	120	4	12.0307652905	2.43538084836	7.43067491441	0.0543284819088
2.5	180	4	8.42586475578	2.31370424262	7.43067491441	0.0543284819088
2.75	10	4	27.2458542605	0.112323840722	7.43067491441	0.0543284819088
2.75	20	4	26.4316076204	0.872447569902	7.43067491441	0.0543284819088
2.75	30	4	25.1487969465	1.67844756687	7.43067491441	0.0543284819088
2.75	40	4	24.3115585749	1.79859782378	7.43067491441	0.0543284819088
2.75	50	4	22.0865015638	2.51950949128	7.43067491441	0.0543284819088
2.75	60	4	20.9899785466	2.85787878554	7.43067491441	0.0543284819088
2.75	90	4	14.9252966106	3.0314916007	7.43067491441	0.0543284819088
2.75	120	4	12.365075488	2.07589588844	7.43067491441	0.0543284819088
2.75	180	4	9.35283463077	2.35250026965	7.43067491441	0.0543284819088
3.0	10	4	29.7738345816	0.107677092741	7.43067491441	0.0543284819088
3.0	20	4	28.8587595525	0.828193513207	7.43067491441	0.0543284819088
3.0	30	4	27.1904784444	1.89681290386	7.43067491441	0.0543284819088
3.0	40	4	25.9184609962	2.46278946299	7.43067491441	0.0543284819088
3.0	50	4	24.7318716329	3.19637604097	7.43067491441	0.0543284819088
3.0	60	4	22.2932881136	3.60351654364	7.43067491441	0.0543284819088
3.0	90	4	19.0009734571	3.58385824468	7.43067491441	0.0543284819088
3.0	120	4	14.1499553662	3.06729053839	7.43067491441	0.0543284819088
3.0	180	4	10.0151337668	2.12328568427	7.43067491441	0.0543284819088
3.25	10	4	32.2026123794	0.221351756332	7.43067491441	0.0543284819088
3.25	20	4	31.3504531793	0.979672688972	7.43067491441	0.0543284819088
3.25	30	4	30.0162451217	2.02682686083	7.43067491441	0.0543284819088
3.25	40	4	28.0001858488	2.27904785307	7.43067491441	0.0543284819088
3.25	50	4	24.863114547	2.99277743295	7.43067491441	0.0543284819088
3.25	60	4	23.7129223907	3.13397345867	7.43067491441	0.0543284819088
3.25	90	4	19.5599056667	3.63888446806	7.43067491441	0.0543284819088
3.25	120	4	15.9559184043	3.87782287253	7.43067491441	0.0543284819088
3.25	180	4	11.4183934697	3.28485866561	7.43067491441	0.0543284819088
3.5	10	4	34.7088466583	0.187042609215	7.43067491441	0.0543284819088
3.5	20	4	33.6760733356	0.812871081527	7.43067491441	0.0543284819088
3.5	30	4	32.4299771917	1.22542281034	7.43067491441	0.0543284819088
3.5	40	4	30.1420207937	3.62155895394	7.43067491441	0.0543284819088
3.5	50	4	27.2151344211	3.88526771687	7.43067491441	0.0543284819088
3.5	60	4	26.757257192	3.85769051034	7.43067491441	0.0543284819088
3.5	90	4	21.697268822	4.76160794232	7.43067491441	0.0543284819088
3.5	120	4	16.453708393	3.98614885214	7.43067491441	0.0543284819088
3.5	180	4	12.1413262153	2.6944567604	7.43067491441	0.0543284819088
3.75	10	4	37.1643123823	0.201908008624	7.43067491441	0.0543284819088
3.75	20	4	36.3366218088	0.646548904646	7.43067491441	0.0543284819088
3.75	30	4	34.9206922267	1.10310855108	7.43067491441	0.0543284819088
3.75	40	4	31.8118157438	2.65159578924	7.43067491441	0.0543284819088
3.75	50	4	30.4272026827	3.60701291341	7.43067491441	0.0543284819088
3.75	60	4	28.3660795182	3.6779348766	7.43067491441	0.0543284819088
3.75	90	4	22.1454674801	4.02714620973	7.43067491441	0.0543284819088
3.75	120	4	18.3929302479	2.70259847346	7.43067491441	0.0543284819088
3.75	180	4	13.5103352039	2.43237189453	7.43067491441	0.0543284819088
4.0	10	4	39.6676653864	0.172813398585	7.43067491441	0.0543284819088
4.0	20	4	38.1368736395	1.20141766247	7.43067491441	0.0543284819088
4.0	30	4	37.4804079205	1.2803818445	7.43067491441	0.0543284819088
4.0	40	4	34.622216563	3.64884438379	7.43067491441	0.0543284819088
4.0	50	4	32.0002650587	3.9588067926	7.43067491441	0.0543284819088
4.0	60	4	28.1568263398	4.71182969416	7.43067491441	0.0543284819088
4.0	90	4	22.0930953218	4.06371267792	7.43067491441	0.0543284819088
4.0	120	4	19.1568200887	3.2134701408	7.43067491441	0.0543284819088
4.0	180	4	13.855224251	3.24352364849	7.43067491441	0.0543284819088
